Speaker	Task	Label	TokNum	T	R	AAAmeta
TP5	imit	t	12	0.139	68.784	Tongue t 5/17/2017 6:39:40 PM 12
TP5	imit	t	12	0.0993	69.7965	Tongue t 5/17/2017 6:39:40 PM 12
TP5	imit	t	12	0.0596	71.0682	Tongue t 5/17/2017 6:39:40 PM 12
TP5	imit	t	12	0.0199	72.2116	Tongue t 5/17/2017 6:39:40 PM 12
TP5	imit	t	12	-0.0199	73.3228	Tongue t 5/17/2017 6:39:40 PM 12
TP5	imit	t	12	-0.0596	74.4538	Tongue t 5/17/2017 6:39:40 PM 12
TP5	imit	t	12	-0.0993	75.8417	Tongue t 5/17/2017 6:39:40 PM 12
TP5	imit	t	12	-0.139	76.5381	Tongue t 5/17/2017 6:39:40 PM 12
TP5	imit	t	12	-0.1787	76.8097	Tongue t 5/17/2017 6:39:40 PM 12
TP5	imit	t	12	-0.2184	76.8813	Tongue t 5/17/2017 6:39:40 PM 12
TP5	imit	t	12	-0.2581	76.8566	Tongue t 5/17/2017 6:39:40 PM 12
TP5	imit	t	12	-0.2978	75.6663	Tongue t 5/17/2017 6:39:40 PM 12
TP5	imit	t	37	0.6154	64.2723	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	0.5757	64.139	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	0.536	64.6452	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	0.4963	64.3069	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	0.4566	64.6773	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	0.4169	64.6279	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	0.3772	64.907	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	0.3375	65.1761	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	0.2978	65.6873	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	0.2581	66.5096	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	0.2184	67.0653	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	0.1787	67.4505	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	0.139	68.095	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	0.0993	69.0038	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	0.0596	70.1373	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	0.0199	71.3646	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	-0.0199	72.3178	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	-0.0596	73.5179	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	-0.0993	73.8513	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	-0.139	74.7378	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	-0.1787	75.1527	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	-0.2184	75.2564	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	-0.2581	73.5278	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	-0.2978	71.2707	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	-0.3375	69.4779	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	37	-0.3772	68.0629	Tongue t 5/17/2017 6:41:52 PM 37
TP5	imit	t	60	0.6154	63.8772	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	0.5757	63.3882	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	0.536	63.7142	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	0.4963	63.3759	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	0.4566	63.85	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	0.4169	63.8599	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	0.3772	63.8006	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	0.3375	63.9809	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	0.2978	63.855	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	0.2581	64.4674	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	0.2184	65.6033	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	0.1787	66.0898	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	0.139	66.9986	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	0.0993	67.8456	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	0.0596	68.0432	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	0.0199	69.2606	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	-0.0199	69.9224	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	-0.0596	71.693	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	-0.0993	73.0463	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	-0.139	73.5451	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	-0.1787	74.16	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	-0.2184	74.7798	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	-0.2581	74.3723	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	-0.2978	72.5795	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	-0.3375	70.1891	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	60	-0.3772	67.7839	Tongue t 5/17/2017 6:43:49 PM 60
TP5	imit	t	83	0.6154	65.3045	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	0.5757	65.3687	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	0.536	64.9341	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	0.4963	64.5686	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	0.4566	64.544	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	0.4169	64.6699	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	0.3772	64.7687	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	0.3375	65.3638	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	0.2978	65.3119	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	0.2581	65.3539	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	0.2184	66.1565	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	0.1787	67.0653	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	0.139	67.69	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	0.0993	68.7741	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	0.0596	69.9891	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	0.0199	70.9448	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	-0.0199	71.6807	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	-0.0596	72.1745	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	-0.0993	73.4883	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	-0.139	74.6292	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	-0.1787	75.612	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	-0.2184	75.9429	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	-0.2581	75.8269	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	-0.2978	74.8119	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	-0.3375	72.3573	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	83	-0.3772	70.5077	Tongue t 5/17/2017 6:45:47 PM 83
TP5	imit	t	87	0.6551	65.9021	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	0.6154	65.628	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	0.5757	65.3687	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	0.536	64.9341	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	0.4963	64.6032	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	0.4566	64.3736	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	0.4169	64.702	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	0.3772	64.6748	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	0.3375	64.7514	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	0.2978	64.5612	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	0.2581	65.5465	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	0.2184	65.6033	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	0.1787	66.9838	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	0.139	66.8084	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	0.0993	66.9714	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	0.0596	67.048	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	0.0199	68.258	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	-0.0199	69.9224	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	-0.0596	71.693	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	-0.0993	73.5895	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	-0.139	74.5452	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	-0.1787	75.3206	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	-0.2184	75.2663	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	-0.2581	74.7749	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	-0.2978	74.9107	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	-0.3375	73.9032	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	87	-0.3772	73.029	Tongue t 5/17/2017 6:46:07 PM 87
TP5	imit	t	113	0.6551	69.1717	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	0.6154	68.7148	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	0.5757	68.3024	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	0.536	67.3937	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	0.4963	66.5911	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	0.4566	66.359	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	0.4169	66.1318	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	0.3772	66.2306	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	0.3375	66.4923	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	0.2978	66.7195	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	0.2581	66.8628	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	0.2184	66.6973	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	0.1787	66.7245	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	0.139	66.9196	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	0.0993	67.2727	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	0.0596	67.6036	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	0.0199	68.216	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	-0.0199	69.2927	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	-0.0596	71.1547	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	-0.0993	72.9401	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	-0.139	74.3106	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	-0.1787	74.6119	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	-0.2184	74.6909	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	-0.2581	72.908	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	-0.2978	70.2854	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	-0.3375	67.6036	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	-0.3772	65.7392	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	113	-0.4169	64.9391	Tongue t 5/17/2017 6:48:18 PM 113
TP5	imit	t	147	0.6154	66.3787	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	0.5757	65.6626	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	0.536	65.4058	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	0.4963	65.0675	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	0.4566	64.8329	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	0.4169	64.6378	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	0.3772	64.7835	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	0.3375	64.7884	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	0.2978	65.1712	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	0.2581	65.5342	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	0.2184	66.1664	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	0.1787	66.7418	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	0.139	67.9222	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	0.0993	68.8828	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	0.0596	69.9175	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	0.0199	70.5274	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	-0.0199	72.1844	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	-0.0596	73.5229	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	-0.0993	74.8934	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	-0.139	75.5824	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	-0.1787	76.0145	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	-0.2184	76.222	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	-0.2581	75.8886	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	-0.2978	73.6192	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	-0.3375	71.1151	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	147	-0.3772	69.7965	Tongue t 5/17/2017 6:51:09 PM 147
TP5	imit	t	154	0.6551	68.7074	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	0.6154	68.0851	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	0.5757	67.3542	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	0.536	66.6331	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	0.4963	65.8281	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	0.4566	65.5959	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	0.4169	65.3218	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	0.3772	65.4354	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	0.3375	65.0724	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	0.2978	65.6873	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	0.2581	66.4405	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	0.2184	66.6776	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	0.1787	67.4949	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	0.139	68.3568	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	0.0993	68.6655	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	0.0596	69.4557	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	0.0199	69.9743	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	-0.0199	72.2857	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	-0.0596	73.3549	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	-0.0993	74.886	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	-0.139	75.5676	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	-0.1787	75.8194	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	-0.2184	75.4984	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	-0.2581	75.1576	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	-0.2978	71.8906	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	-0.3375	68.6062	Tongue t 5/17/2017 6:51:45 PM 154
TP5	imit	t	154	-0.3772	67.0134	Tongue t 5/17/2017 6:51:45 PM 154
TP6	base	s	3	0.4963	67.206	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	0.4566	68.3444	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	0.4169	68.5691	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	0.3772	68.8062	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	0.3375	68.8358	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	0.2978	68.4901	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	0.2581	68.2802	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	0.2184	67.7172	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	0.1787	67.0455	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	0.139	66.3541	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	0.0993	66.0454	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	0.0596	66.0108	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	0.0199	65.8947	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	-0.0199	65.5391	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	-0.0596	65.2601	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	-0.0993	65.5811	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	-0.139	66.1688	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	-0.1787	66.8751	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	-0.2184	66.9541	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	-0.2581	67.1295	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	-0.2978	67.2085	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	-0.3375	67.2949	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	-0.3772	67.3591	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	-0.4169	67.0183	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	-0.4566	66.2874	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	-0.4963	65.796	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	3	-0.536	63.0005	Tongue s 5/18/2017 7:06:45 PM 3
TP6	base	s	30	0.536	70.4706	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	0.4963	70.4731	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	0.4566	70.1298	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	0.4169	69.957	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	0.3772	69.6211	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	0.3375	69.3544	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	0.2978	68.8729	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	0.2581	68.6852	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	0.2184	68.9248	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	0.1787	68.7469	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	0.139	68.3667	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	0.0993	68.095	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	0.0596	68.0679	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	0.0199	67.7493	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	-0.0199	67.2999	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	-0.0596	66.9344	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	-0.0993	66.6899	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	-0.139	66.0256	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	-0.1787	66.0306	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	-0.2184	65.7515	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	-0.2581	66.0404	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	-0.2978	65.9071	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	-0.3375	65.8379	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	-0.3772	65.9417	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	-0.4169	65.5243	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	-0.4566	64.8329	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	-0.4963	64.3563	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	30	-0.536	63.366	Tongue s 5/18/2017 7:08:40 PM 30
TP6	base	s	51	0.6948	70.883	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	0.6551	70.2681	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	0.6154	69.4902	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	0.5757	68.9618	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	0.536	68.8581	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	0.4963	68.5741	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	0.4566	67.7271	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	0.4169	67.4011	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	0.3772	66.964	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	0.3375	66.5368	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	0.2978	66.4553	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	0.2581	66.3664	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	0.2184	66.0553	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	0.1787	65.912	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	0.139	66.0083	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	0.0993	66.2405	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	0.0596	66.3862	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	0.0199	66.8924	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	-0.0199	67.2677	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	-0.0596	67.7246	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	-0.0993	68.1617	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	-0.139	68.5667	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	-0.1787	68.8531	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	-0.2184	68.8433	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	-0.2581	68.8803	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	-0.2978	68.8828	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	-0.3375	68.621	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	-0.3772	68.0061	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	-0.4169	67.3616	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	-0.4566	66.359	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	-0.4963	65.8281	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	51	-0.536	64.176	Tongue s 5/18/2017 7:10:21 PM 51
TP6	base	s	71	0.6551	69.7545	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	0.6154	69.7323	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	0.5757	69.3174	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	0.536	69.0655	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	0.4963	68.4358	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	0.4566	67.9123	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	0.4169	67.49	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	0.3772	67.5073	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	0.3375	67.4011	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	0.2978	67.043	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	0.2581	66.7195	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	0.2184	66.6776	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	0.1787	66.7541	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	0.139	66.7344	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	0.0993	67.043	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	0.0596	67.2356	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	0.0199	67.411	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	-0.0199	67.2134	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	-0.0596	67.1295	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	-0.0993	67.164	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	-0.139	67.2628	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	-0.1787	67.6505	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	-0.2184	67.9468	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	-0.2581	68.2629	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	-0.2978	68.1938	Tongue s 5/18/2017 7:11:53 PM 71
TP6	base	s	71	-0.3375	67.9962	Tongue s 5/18/2017 7:11:53 PM 71
