Speaker	Task	Label	TokNum	T	R	AAAmeta
TP2	imit	t	92	0.4566	64.7983	Tongue t 5/15/2017 8:30:54 PM 92
TP2	imit	t	92	0.4169	64.6724	Tongue t 5/15/2017 8:30:54 PM 92
TP2	imit	t	92	0.3772	64.7859	Tongue t 5/15/2017 8:30:54 PM 92
TP2	imit	t	92	0.3375	65.4774	Tongue t 5/15/2017 8:30:54 PM 92
TP2	imit	t	92	0.2978	66.5121	Tongue t 5/15/2017 8:30:54 PM 92
TP2	imit	t	92	0.2581	67.5666	Tongue t 5/15/2017 8:30:54 PM 92
TP2	imit	t	92	0.2184	68.5642	Tongue t 5/15/2017 8:30:54 PM 92
TP2	imit	t	92	0.1787	70.2854	Tongue t 5/15/2017 8:30:54 PM 92
TP2	imit	t	92	0.139	71.2855	Tongue t 5/15/2017 8:30:54 PM 92
TP2	imit	t	92	0.0993	71.53	Tongue t 5/15/2017 8:30:54 PM 92
TP2	imit	t	92	0.0596	71.5152	Tongue t 5/15/2017 8:30:54 PM 92
TP2	imit	t	92	0.0199	71.4214	Tongue t 5/15/2017 8:30:54 PM 92
TP2	imit	t	92	-0.0199	71.2312	Tongue t 5/15/2017 8:30:54 PM 92
TP2	imit	t	92	-0.0596	70.9522	Tongue t 5/15/2017 8:30:54 PM 92
TP2	imit	t	92	-0.0993	69.7421	Tongue t 5/15/2017 8:30:54 PM 92
TP2	imit	t	92	-0.139	68.6506	Tongue t 5/15/2017 8:30:54 PM 92
TP2	imit	t	92	-0.1787	65.991	Tongue t 5/15/2017 8:30:54 PM 92
TP2	imit	t	92	-0.2184	62.6351	Tongue t 5/15/2017 8:30:54 PM 92
TP2	imit	t	92	-0.2581	60.136	Tongue t 5/15/2017 8:30:54 PM 92
TP2	imit	t	113	0.6154	66.0725	Tongue t 5/15/2017 8:32:45 PM 113
TP2	imit	t	113	0.5757	65.8083	Tongue t 5/15/2017 8:32:45 PM 113
TP2	imit	t	113	0.536	65.3687	Tongue t 5/15/2017 8:32:45 PM 113
TP2	imit	t	113	0.4963	65.5021	Tongue t 5/15/2017 8:32:45 PM 113
TP2	imit	t	113	0.4566	65.2626	Tongue t 5/15/2017 8:32:45 PM 113
TP2	imit	t	113	0.4169	65.1292	Tongue t 5/15/2017 8:32:45 PM 113
TP2	imit	t	113	0.3772	65.4231	Tongue t 5/15/2017 8:32:45 PM 113
TP2	imit	t	113	0.3375	65.1835	Tongue t 5/15/2017 8:32:45 PM 113
TP2	imit	t	113	0.2978	65.8034	Tongue t 5/15/2017 8:32:45 PM 113
TP2	imit	t	113	0.2581	65.991	Tongue t 5/15/2017 8:32:45 PM 113
TP2	imit	t	113	0.2184	66.806	Tongue t 5/15/2017 8:32:45 PM 113
TP2	imit	t	113	0.1787	67.2554	Tongue t 5/15/2017 8:32:45 PM 113
TP2	imit	t	113	0.139	70.7842	Tongue t 5/15/2017 8:32:45 PM 113
TP2	imit	t	113	0.0993	72.2066	Tongue t 5/15/2017 8:32:45 PM 113
TP2	imit	t	113	0.0596	72.2363	Tongue t 5/15/2017 8:32:45 PM 113
TP2	imit	t	113	0.0199	72.1498	Tongue t 5/15/2017 8:32:45 PM 113
TP2	imit	t	113	-0.0199	71.7943	Tongue t 5/15/2017 8:32:45 PM 113
TP2	imit	t	113	-0.0596	71.3423	Tongue t 5/15/2017 8:32:45 PM 113
TP2	imit	t	113	-0.0993	70.7472	Tongue t 5/15/2017 8:32:45 PM 113
TP2	imit	t	113	-0.139	70.7892	Tongue t 5/15/2017 8:32:45 PM 113
TP2	imit	t	113	-0.1787	69.878	Tongue t 5/15/2017 8:32:45 PM 113
TP2	imit	t	113	-0.2184	68.0925	Tongue t 5/15/2017 8:32:45 PM 113
TP2	imit	t	113	-0.2581	64.139	Tongue t 5/15/2017 8:32:45 PM 113
TP2	imit	t	142	0.5757	65.0749	Tongue t 5/15/2017 8:35:36 PM 142
TP2	imit	t	142	0.536	65.0378	Tongue t 5/15/2017 8:35:36 PM 142
TP2	imit	t	142	0.4963	64.9761	Tongue t 5/15/2017 8:35:36 PM 142
TP2	imit	t	142	0.4566	64.8847	Tongue t 5/15/2017 8:35:36 PM 142
TP2	imit	t	142	0.4169	65.1687	Tongue t 5/15/2017 8:35:36 PM 142
TP2	imit	t	142	0.3772	66.1367	Tongue t 5/15/2017 8:35:36 PM 142
TP2	imit	t	142	0.3375	67.211	Tongue t 5/15/2017 8:35:36 PM 142
TP2	imit	t	142	0.2978	68.1271	Tongue t 5/15/2017 8:35:36 PM 142
TP2	imit	t	142	0.2581	68.6531	Tongue t 5/15/2017 8:35:36 PM 142
TP2	imit	t	142	0.2184	69.5915	Tongue t 5/15/2017 8:35:36 PM 142
TP2	imit	t	142	0.1787	70.3076	Tongue t 5/15/2017 8:35:36 PM 142
TP2	imit	t	142	0.139	70.8213	Tongue t 5/15/2017 8:35:36 PM 142
TP2	imit	t	142	0.0993	71.0732	Tongue t 5/15/2017 8:35:36 PM 142
TP2	imit	t	142	0.0596	71.2954	Tongue t 5/15/2017 8:35:36 PM 142
TP2	imit	t	142	0.0199	71.4214	Tongue t 5/15/2017 8:35:36 PM 142
TP2	imit	t	142	-0.0199	71.2806	Tongue t 5/15/2017 8:35:36 PM 142
TP2	imit	t	142	-0.0596	70.6608	Tongue t 5/15/2017 8:35:36 PM 142
TP2	imit	t	142	-0.0993	69.7915	Tongue t 5/15/2017 8:35:36 PM 142
TP2	imit	t	142	-0.139	68.8778	Tongue t 5/15/2017 8:35:36 PM 142
TP2	imit	t	142	-0.1787	68.5173	Tongue t 5/15/2017 8:35:36 PM 142
TP2	imit	t	142	-0.2184	67.2949	Tongue t 5/15/2017 8:35:36 PM 142
TP2	imit	t	142	-0.2581	65.4626	Tongue t 5/15/2017 8:35:36 PM 142
TP2	imit	t	142	-0.2978	62.1486	Tongue t 5/15/2017 8:35:36 PM 142
TP2	imit	t	160	0.536	63.3586	Tongue t 5/15/2017 8:37:09 PM 160
TP2	imit	t	160	0.4963	63.4105	Tongue t 5/15/2017 8:37:09 PM 160
TP2	imit	t	160	0.4566	63.2524	Tongue t 5/15/2017 8:37:09 PM 160
TP2	imit	t	160	0.4169	63.7883	Tongue t 5/15/2017 8:37:09 PM 160
TP2	imit	t	160	0.3772	63.7513	Tongue t 5/15/2017 8:37:09 PM 160
TP2	imit	t	160	0.3375	64.4946	Tongue t 5/15/2017 8:37:09 PM 160
TP2	imit	t	160	0.2978	65.186	Tongue t 5/15/2017 8:37:09 PM 160
TP2	imit	t	160	0.2581	65.7984	Tongue t 5/15/2017 8:37:09 PM 160
TP2	imit	t	160	0.2184	66.6158	Tongue t 5/15/2017 8:37:09 PM 160
TP2	imit	t	160	0.1787	68.221	Tongue t 5/15/2017 8:37:09 PM 160
TP2	imit	t	160	0.139	69.2482	Tongue t 5/15/2017 8:37:09 PM 160
TP2	imit	t	160	0.0993	69.6532	Tongue t 5/15/2017 8:37:09 PM 160
TP2	imit	t	160	0.0596	70.1718	Tongue t 5/15/2017 8:37:09 PM 160
TP2	imit	t	160	0.0199	70.1125	Tongue t 5/15/2017 8:37:09 PM 160
TP2	imit	t	160	-0.0199	70.1595	Tongue t 5/15/2017 8:37:09 PM 160
TP2	imit	t	160	-0.0596	69.1371	Tongue t 5/15/2017 8:37:09 PM 160
TP2	imit	t	160	-0.0993	68.2778	Tongue t 5/15/2017 8:37:09 PM 160
TP2	imit	t	160	-0.139	66.8084	Tongue t 5/15/2017 8:37:09 PM 160
TP2	imit	t	160	-0.1787	64.3612	Tongue t 5/15/2017 8:37:09 PM 160
TP2	imit	t	160	-0.2184	61.672	Tongue t 5/15/2017 8:37:09 PM 160
TP2	imit	t	160	-0.2581	59.1828	Tongue t 5/15/2017 8:37:09 PM 160
TP2	imit	t	178	0.5757	65.2354	Tongue t 5/15/2017 8:38:37 PM 178
TP2	imit	t	178	0.536	65.1811	Tongue t 5/15/2017 8:38:37 PM 178
TP2	imit	t	178	0.4963	64.9564	Tongue t 5/15/2017 8:38:37 PM 178
TP2	imit	t	178	0.4566	64.7983	Tongue t 5/15/2017 8:38:37 PM 178
TP2	imit	t	178	0.4169	65.1292	Tongue t 5/15/2017 8:38:37 PM 178
TP2	imit	t	178	0.3772	65.1045	Tongue t 5/15/2017 8:38:37 PM 178
TP2	imit	t	178	0.3375	65.507	Tongue t 5/15/2017 8:38:37 PM 178
TP2	imit	t	178	0.2978	66.0256	Tongue t 5/15/2017 8:38:37 PM 178
TP2	imit	t	178	0.2581	66.3886	Tongue t 5/15/2017 8:38:37 PM 178
TP2	imit	t	178	0.2184	66.806	Tongue t 5/15/2017 8:38:37 PM 178
TP2	imit	t	178	0.1787	67.2258	Tongue t 5/15/2017 8:38:37 PM 178
TP2	imit	t	178	0.139	67.8258	Tongue t 5/15/2017 8:38:37 PM 178
TP2	imit	t	178	0.0993	69.2087	Tongue t 5/15/2017 8:38:37 PM 178
TP2	imit	t	178	0.0596	70.6608	Tongue t 5/15/2017 8:38:37 PM 178
TP2	imit	t	178	0.0199	71.5498	Tongue t 5/15/2017 8:38:37 PM 178
TP2	imit	t	178	-0.0199	71.5621	Tongue t 5/15/2017 8:38:37 PM 178
TP2	imit	t	178	-0.0596	71.1077	Tongue t 5/15/2017 8:38:37 PM 178
TP2	imit	t	178	-0.0993	70.1125	Tongue t 5/15/2017 8:38:37 PM 178
TP2	imit	t	178	-0.139	68.6951	Tongue t 5/15/2017 8:38:37 PM 178
TP2	imit	t	178	-0.1787	67.49	Tongue t 5/15/2017 8:38:37 PM 178
TP2	imit	t	178	-0.2184	65.1218	Tongue t 5/15/2017 8:38:37 PM 178
TP2	imit	t	178	-0.2581	62.9586	Tongue t 5/15/2017 8:38:37 PM 178
TP2	imit	t	178	-0.2978	60.578	Tongue t 5/15/2017 8:38:37 PM 178
TP2	imit	t	178	-0.3375	57.5036	Tongue t 5/15/2017 8:38:37 PM 178
TP3	base	s	6	0.6154	72.4832	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	0.5757	72.0856	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	0.536	72.1301	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	0.4963	71.8535	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	0.4566	71.5646	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	0.4169	72.0684	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	0.3772	71.7053	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	0.3375	71.9424	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	0.2978	71.4189	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	0.2581	70.5645	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	0.2184	69.9693	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	0.1787	69.2532	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	0.139	69.0853	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	0.0993	68.3271	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	0.0596	68.0679	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	0.0199	67.5764	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	-0.0199	67.3369	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	-0.0596	67.206	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	-0.0993	67.0825	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	-0.139	66.9294	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	-0.1787	66.5615	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	-0.2184	65.6305	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	-0.2581	64.4674	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	-0.2978	62.8944	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	-0.3375	61.3781	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	-0.3772	59.2198	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	-0.4169	57.7752	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	-0.4566	56.7059	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	-0.4963	55.9379	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	-0.536	54.2859	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	-0.5757	53.3672	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	6	-0.6154	52.1424	Tongue s 5/16/2017 7:16:14 PM 6
TP3	base	s	45	0.6154	70.6311	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	0.5757	70.6361	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	0.536	70.7349	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	0.4963	74.0168	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	0.4566	74.6045	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	0.4169	74.6366	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	0.3772	74.5674	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	0.3375	73.2734	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	0.2978	70.4682	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	0.2581	70.7571	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	0.2184	70.2237	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	0.1787	69.2976	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	0.139	68.542	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	0.0993	68.3345	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	0.0596	68.2457	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	0.0199	68.2457	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	-0.0199	68.2629	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	-0.0596	68.2308	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	-0.0993	68.2135	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	-0.139	67.9296	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	-0.1787	67.3888	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	-0.2184	66.9689	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	-0.2581	66.7072	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	-0.2978	66.4652	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	-0.3375	66.8628	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	45	-0.3772	65.8182	Tongue s 5/16/2017 7:19:14 PM 45
TP3	base	s	52	0.5757	73.5401	Tongue s 5/16/2017 7:19:51 PM 52
TP3	base	s	52	0.536	73.4858	Tongue s 5/16/2017 7:19:51 PM 52
TP3	base	s	52	0.4963	73.0759	Tongue s 5/16/2017 7:19:51 PM 52
TP3	base	s	52	0.4566	73.5229	Tongue s 5/16/2017 7:19:51 PM 52
TP3	base	s	52	0.4169	73.3969	Tongue s 5/16/2017 7:19:51 PM 52
TP3	base	s	52	0.3772	73.229	Tongue s 5/16/2017 7:19:51 PM 52
TP3	base	s	52	0.3375	72.0659	Tongue s 5/16/2017 7:19:51 PM 52
TP3	base	s	52	0.2978	71.5325	Tongue s 5/16/2017 7:19:51 PM 52
TP3	base	s	52	0.2581	71.6732	Tongue s 5/16/2017 7:19:51 PM 52
TP3	base	s	52	0.2184	71.1275	Tongue s 5/16/2017 7:19:51 PM 52
TP3	base	s	52	0.1787	70.3768	Tongue s 5/16/2017 7:19:51 PM 52
TP3	base	s	52	0.139	69.1964	Tongue s 5/16/2017 7:19:51 PM 52
TP3	base	s	52	0.0993	68.9223	Tongue s 5/16/2017 7:19:51 PM 52
TP3	base	s	52	0.0596	68.9075	Tongue s 5/16/2017 7:19:51 PM 52
TP3	base	s	52	0.0199	68.9618	Tongue s 5/16/2017 7:19:51 PM 52
TP3	base	s	52	-0.0199	68.9297	Tongue s 5/16/2017 7:19:51 PM 52
TP3	base	s	52	-0.0596	68.9272	Tongue s 5/16/2017 7:19:51 PM 52
TP3	base	s	52	-0.0993	68.5617	Tongue s 5/16/2017 7:19:51 PM 52
TP3	base	s	52	-0.139	68.4852	Tongue s 5/16/2017 7:19:51 PM 52
TP3	base	s	52	-0.1787	67.8036	Tongue s 5/16/2017 7:19:51 PM 52
TP3	base	s	52	-0.2184	67.2579	Tongue s 5/16/2017 7:19:51 PM 52
TP3	base	s	52	-0.2581	67.2184	Tongue s 5/16/2017 7:19:51 PM 52
TP3	base	s	52	-0.2978	66.1293	Tongue s 5/16/2017 7:19:51 PM 52
TP3	base	s	75	0.5757	77.6295	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	0.536	77.4592	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	0.4963	77.6468	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	0.4566	78.0074	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	0.4169	77.8024	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	0.3772	76.4714	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	0.3375	74.8514	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	0.2978	73.3228	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	0.2581	72.5277	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	0.2184	71.7523	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	0.1787	70.8781	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	0.139	68.8358	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	0.0993	67.9123	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	0.0596	67.9666	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	0.0199	67.8752	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	-0.0199	67.6555	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	-0.0596	67.3492	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	-0.0993	67.3517	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	-0.139	67.3147	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	-0.1787	67.2455	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	-0.2184	66.5837	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	-0.2581	65.9639	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	-0.2978	65.2873	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	-0.3375	63.3265	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	-0.3772	61.8695	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	-0.4169	58.2938	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	-0.4566	55.5255	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	-0.4963	53.3055	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	-0.536	50.836	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	75	-0.5757	49.6779	Tongue s 5/16/2017 7:21:42 PM 75
TP3	base	s	124	0.536	72.866	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	0.4963	72.4906	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	0.4566	71.9967	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	0.4169	72.0684	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	0.3772	72.903	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	0.3375	73.6735	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	0.2978	73.4068	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	0.2581	73.1648	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	0.2184	72.1523	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	0.1787	71.088	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	0.139	70.0928	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	0.0993	68.3271	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	0.0596	66.638	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	0.0199	66.0553	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	-0.0199	65.917	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	-0.0596	65.8997	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	-0.0993	65.9639	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	-0.139	66.0528	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	-0.1787	66.033	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	-0.2184	66.0478	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	-0.2581	65.6799	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	-0.2978	65.2477	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	-0.3375	64.3711	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	-0.3772	63.4944	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	-0.4169	62.7906	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	-0.4566	61.6572	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	-0.4963	59.0889	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	-0.536	55.7256	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	-0.5757	54.5328	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	-0.6154	52.982	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	124	-0.6551	51.162	Tongue s 5/16/2017 7:26:12 PM 124
TP3	base	s	145	0.536	69.0877	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	0.4963	69.6063	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	0.4566	69.4088	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	0.4169	69.5841	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	0.3772	69.4236	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	0.3375	69.5026	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	0.2978	69.2482	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	0.2581	69.4952	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	0.2184	69.0803	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	0.1787	68.4975	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	0.139	67.6826	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	0.0993	66.6331	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	0.0596	66.3689	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	0.0199	65.8281	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	-0.0199	65.5762	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	-0.0596	65.4576	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	-0.0993	65.5095	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	-0.139	65.5243	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	-0.1787	65.4774	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	-0.2184	65.47	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	-0.2581	65.507	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	-0.2978	64.9835	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	-0.3375	64.2624	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	-0.3772	63.5241	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	-0.4169	61.8078	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	-0.4566	59.4939	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	-0.4963	56.817	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	-0.536	53.2931	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	-0.5757	50.6113	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	-0.6154	49.0506	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	-0.6551	47.569	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	145	-0.6948	46.4306	Tongue s 5/16/2017 7:27:45 PM 145
TP3	base	s	175	0.4963	71.4288	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	0.4566	71.2386	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	0.4169	72.0684	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	0.3772	72.3943	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	0.3375	72.5968	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	0.2978	72.3622	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	0.2581	71.7621	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	0.2184	71.3201	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	0.1787	71.1991	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	0.139	70.9299	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	0.0993	70.241	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	0.0596	69.6088	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	0.0199	69.0087	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	-0.0199	68.8136	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	-0.0596	68.8704	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	-0.0993	69.0532	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	-0.139	69.268	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	-0.1787	69.389	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	-0.2184	69.2927	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	-0.2581	68.3296	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	-0.2978	66.7788	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	-0.3375	65.628	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	-0.3772	64.5242	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	-0.4169	62.7906	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	-0.4566	59.8026	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	s	175	-0.4963	57.2072	Tongue s 5/16/2017 7:30:21 PM 175
TP3	base	S	4	0.5757	75.2663	Tongue S 5/16/2017 7:16:06 PM 4
TP3	base	S	4	0.536	74.9971	Tongue S 5/16/2017 7:16:06 PM 4
TP3	base	S	4	0.4963	75.6318	Tongue S 5/16/2017 7:16:06 PM 4
